date,p2tr_output_count,total_output_count,p2tr_output_share_pct,tx_spending_taproot_count,total_tx_count,p2tr_tx_share_pct,source_url
2024-01-31,413739,1175418,35.1993,256624,444450,57.7397,https://mainnet.observer/csv/
2024-02-01,411603,1236442,33.2893,209017,413272,50.5761,https://mainnet.observer/csv/
2024-02-02,470631,1303874,36.0948,227413,429732,52.9197,https://mainnet.observer/csv/
2024-02-03,841538,1552124,54.2185,371739,515539,72.1069,https://mainnet.observer/csv/
2024-02-04,465136,1074041,43.3071,183022,336211,54.4366,https://mainnet.observer/csv/
2024-02-05,233218,879031,26.5313,94932,281482,33.7258,https://mainnet.observer/csv/
2024-02-06,203875,881776,23.121,83800,278093,30.1338,https://mainnet.observer/csv/
2024-02-07,555811,1259948,44.1138,236648,427538,55.3513,https://mainnet.observer/csv/
2024-02-08,195741,999942,19.5752,89285,285101,31.317,https://mainnet.observer/csv/
2024-02-09,238643,1113513,21.4315,117815,334084,35.2651,https://mainnet.observer/csv/
2024-02-10,381348,1135200,33.593,207592,399252,51.9952,https://mainnet.observer/csv/
2024-02-11,321859,996857,32.2874,151451,329938,45.9029,https://mainnet.observer/csv/
2024-02-12,334444,1147310,29.1503,158809,409911,38.7423,https://mainnet.observer/csv/
2024-02-13,235892,996877,23.6631,100328,313178,32.0355,https://mainnet.observer/csv/
2024-02-14,199216,996883,19.9839,77750,296717,26.2034,https://mainnet.observer/csv/
2024-02-15,188456,969139,19.4457,81142,303306,26.7525,https://mainnet.observer/csv/
2024-02-16,206200,1077810,19.1314,90882,312782,29.056,https://mainnet.observer/csv/
2024-02-17,293211,1016056,28.8578,142103,327713,43.362,https://mainnet.observer/csv/
2024-02-18,354965,1005633,35.2977,171400,343417,49.9102,https://mainnet.observer/csv/
2024-02-19,371158,1102764,33.6571,166442,366108,45.4625,https://mainnet.observer/csv/
2024-02-20,503724,1324532,38.0303,178053,397096,44.8388,https://mainnet.observer/csv/
2024-02-21,363957,1136388,32.0275,156816,369949,42.3885,https://mainnet.observer/csv/
2024-02-22,302607,1136344,26.6299,143765,365090,39.378,https://mainnet.observer/csv/
2024-02-23,397748,1224742,32.4761,193210,409204,47.2161,https://mainnet.observer/csv/
2024-02-24,331698,1032674,32.1203,161984,340419,47.5837,https://mainnet.observer/csv/
2024-02-25,469479,1254810,37.4143,230902,418801,55.1341,https://mainnet.observer/csv/
2024-02-26,351223,1155127,30.4056,142547,356184,40.0206,https://mainnet.observer/csv/
2024-02-27,329865,1182966,27.8846,150568,387598,38.8464,https://mainnet.observer/csv/
2024-02-28,291152,1272363,22.8828,132072,413800,31.9169,https://mainnet.observer/csv/
2024-02-29,321314,1278924,25.1238,126565,407090,31.0902,https://mainnet.observer/csv/
2024-03-01,384745,1400477,27.4724,162426,419284,38.7389,https://mainnet.observer/csv/
2024-03-02,337244,1171236,28.7939,136997,339311,40.3751,https://mainnet.observer/csv/
2024-03-03,460152,1287754,35.7329,183328,385447,47.5624,https://mainnet.observer/csv/
2024-03-04,326856,1204899,27.1273,123564,361258,34.2038,https://mainnet.observer/csv/
2024-03-05,339719,1352012,25.1269,133498,424347,31.4596,https://mainnet.observer/csv/
2024-03-06,333757,1233423,27.0594,127153,381934,33.2919,https://mainnet.observer/csv/
2024-03-07,438105,1352183,32.3998,183852,436344,42.1346,https://mainnet.observer/csv/
2024-03-08,448690,1389313,32.2958,185754,426928,43.5094,https://mainnet.observer/csv/
2024-03-09,376878,1207607,31.2087,142226,359029,39.6141,https://mainnet.observer/csv/
2024-03-10,412481,1201222,34.3384,159485,368196,43.3152,https://mainnet.observer/csv/
2024-03-11,320386,1189317,26.9387,143612,394098,36.4407,https://mainnet.observer/csv/
2024-03-12,226812,1087395,20.8583,91719,341867,26.8289,https://mainnet.observer/csv/
2024-03-13,316816,1203201,26.3311,139440,390118,35.743,https://mainnet.observer/csv/
2024-03-14,226699,1091219,20.7748,91025,329706,27.6079,https://mainnet.observer/csv/
2024-03-15,344565,1234397,27.9136,80544,307904,26.1588,https://mainnet.observer/csv/
2024-03-16,364806,1154821,31.5898,157984,355760,44.4075,https://mainnet.observer/csv/
2024-03-17,397750,1140380,34.8787,177810,366109,48.5675,https://mainnet.observer/csv/
2024-03-18,456372,1263601,36.1168,202517,416270,48.6504,https://mainnet.observer/csv/
2024-03-19,457037,1378161,33.1628,216266,463952,46.6139,https://mainnet.observer/csv/
2024-03-20,327330,1150551,28.4498,144355,361515,39.9306,https://mainnet.observer/csv/
2024-03-21,273158,1085319,25.1685,120284,327642,36.712,https://mainnet.observer/csv/
2024-03-22,386639,1207583,32.0176,133112,339533,39.2044,https://mainnet.observer/csv/
2024-03-23,360181,1106501,32.5513,144308,326610,44.1836,https://mainnet.observer/csv/
2024-03-24,382079,1080655,35.3562,160006,331527,48.2633,https://mainnet.observer/csv/
2024-03-25,275113,1036478,26.5431,100040,317064,31.552,https://mainnet.observer/csv/
2024-03-26,272532,1061721,25.6689,90606,317742,28.5156,https://mainnet.observer/csv/
2024-03-27,291282,1116197,26.0959,132541,355902,37.2409,https://mainnet.observer/csv/
2024-03-28,394340,1287822,30.6207,201525,428670,47.0117,https://mainnet.observer/csv/
2024-03-29,481977,1337031,36.0483,239099,449421,53.2016,https://mainnet.observer/csv/
2024-03-30,575419,1363564,42.1996,311307,490072,63.5227,https://mainnet.observer/csv/
2024-03-31,359419,998717,35.9881,156335,319675,48.9044,https://mainnet.observer/csv/
2024-04-01,320022,1110711,28.8124,119801,326410,36.7026,https://mainnet.observer/csv/
2024-04-02,348900,1167155,29.8932,139662,357709,39.0435,https://mainnet.observer/csv/
2024-04-03,348881,1242963,28.0685,150909,372978,40.4606,https://mainnet.observer/csv/
2024-04-04,252596,1052415,24.0016,103224,320607,32.1964,https://mainnet.observer/csv/
2024-04-05,301813,1111702,27.1487,137279,348637,39.3759,https://mainnet.observer/csv/
2024-04-06,508006,1355013,37.4909,236206,433591,54.4767,https://mainnet.observer/csv/
2024-04-07,722133,1518413,47.5584,342915,526130,65.1769,https://mainnet.observer/csv/
2024-04-08,514103,1365814,37.6408,227530,455617,49.9389,https://mainnet.observer/csv/
2024-04-09,519487,1398388,37.149,232859,453811,51.3119,https://mainnet.observer/csv/
2024-04-10,673845,1593459,42.2882,290285,531054,54.662,https://mainnet.observer/csv/
2024-04-11,600421,1420580,42.2659,282568,476241,59.333,https://mainnet.observer/csv/
2024-04-12,493018,1368771,36.019,245450,448489,54.7282,https://mainnet.observer/csv/
2024-04-13,694859,1522219,45.6478,321734,507173,63.4367,https://mainnet.observer/csv/
2024-04-14,700540,1459065,48.0129,295857,473328,62.5057,https://mainnet.observer/csv/
2024-04-15,653154,1561782,41.8211,309808,503358,61.5482,https://mainnet.observer/csv/
2024-04-16,548653,1459555,37.5904,234302,454669,51.5324,https://mainnet.observer/csv/
2024-04-17,483515,1274160,37.9477,196470,385606,50.951,https://mainnet.observer/csv/
2024-04-18,515266,1390221,37.0636,217167,418095,51.942,https://mainnet.observer/csv/
2024-04-19,517887,1504821,34.4152,169115,393190,43.011,https://mainnet.observer/csv/
2024-04-20,852140,1907729,44.6678,441653,631001,69.9924,https://mainnet.observer/csv/
2024-04-21,849336,1968875,43.1381,429687,641668,66.9641,https://mainnet.observer/csv/
2024-04-22,843630,2045832,41.2365,409235,671771,60.9188,https://mainnet.observer/csv/
2024-04-23,1011820,2521252,40.1316,580822,927010,62.6554,https://mainnet.observer/csv/
2024-04-24,718520,1864224,38.5426,331264,606713,54.5998,https://mainnet.observer/csv/
2024-04-25,668694,1675005,39.9219,302287,523070,57.7909,https://mainnet.observer/csv/
2024-04-26,617468,1581571,39.0414,231029,445519,51.8561,https://mainnet.observer/csv/
2024-04-27,603440,1558142,38.7282,208502,452967,46.0303,https://mainnet.observer/csv/
2024-04-28,510167,1435663,35.5353,246323,487521,50.5256,https://mainnet.observer/csv/
2024-04-29,431257,1292478,33.3667,166515,403064,41.3123,https://mainnet.observer/csv/
2024-04-30,469745,1510457,31.0995,235230,498085,47.2269,https://mainnet.observer/csv/
2024-05-01,313951,1384761,22.6719,154846,478881,32.335,https://mainnet.observer/csv/
2024-05-02,313536,1512976,20.7231,181919,559839,32.4949,https://mainnet.observer/csv/
2024-05-03,347781,1304408,26.662,207128,442742,46.783,https://mainnet.observer/csv/
2024-05-04,586652,1733970,33.8329,414465,660263,62.7727,https://mainnet.observer/csv/
2024-05-05,560685,1639457,34.1994,391986,625998,62.6178,https://mainnet.observer/csv/
2024-05-06,375585,1384863,27.1207,250294,519817,48.1504,https://mainnet.observer/csv/
2024-05-07,288036,1093137,26.3495,166081,372643,44.5684,https://mainnet.observer/csv/
2024-05-08,315696,1273406,24.7915,167453,450856,37.1411,https://mainnet.observer/csv/
2024-05-09,371045,1440302,25.7616,204546,517193,39.5493,https://mainnet.observer/csv/
2024-05-10,504744,1820155,27.7308,370294,713791,51.8771,https://mainnet.observer/csv/
2024-05-11,501664,1792082,27.9934,361821,719306,50.3014,https://mainnet.observer/csv/
2024-05-12,291837,1382395,21.111,194222,557164,34.859,https://mainnet.observer/csv/
2024-05-13,299180,1405839,21.2812,196703,554780,35.456,https://mainnet.observer/csv/
2024-05-14,232734,1131279,20.5726,129116,422043,30.5931,https://mainnet.observer/csv/
2024-05-15,298581,1300847,22.9528,186558,493012,37.8405,https://mainnet.observer/csv/
2024-05-16,255684,1260868,20.2784,158550,476659,33.2628,https://mainnet.observer/csv/
2024-05-17,297576,1504083,19.7845,165956,573492,28.9378,https://mainnet.observer/csv/
2024-05-18,254962,1088406,23.4253,147551,401264,36.7716,https://mainnet.observer/csv/
2024-05-19,450901,1575574,28.6182,325779,644119,50.5775,https://mainnet.observer/csv/
2024-05-20,335559,1535981,21.8466,231971,626995,36.9973,https://mainnet.observer/csv/
2024-05-21,312163,1388801,22.4772,207388,545041,38.05,https://mainnet.observer/csv/
2024-05-22,421869,1531866,27.5395,256641,583279,43.9997,https://mainnet.observer/csv/
2024-05-23,512032,1905210,26.8754,330350,744761,44.3565,https://mainnet.observer/csv/
2024-05-24,468045,1832018,25.5481,347061,736439,47.1269,https://mainnet.observer/csv/
2024-05-25,493537,1992177,24.7738,365834,835040,43.8104,https://mainnet.observer/csv/
2024-05-26,489812,2000667,24.4824,372675,852655,43.7076,https://mainnet.observer/csv/
2024-05-27,385454,1375434,28.0242,292049,551610,52.9448,https://mainnet.observer/csv/
2024-05-28,384372,1480803,25.957,278486,596790,46.664,https://mainnet.observer/csv/
2024-05-29,536971,1824370,29.4332,402378,725428,55.4677,https://mainnet.observer/csv/
2024-05-30,438192,1424337,30.7646,289346,510417,56.6882,https://mainnet.observer/csv/
2024-05-31,577228,1843157,31.3174,433331,701471,61.7746,https://mainnet.observer/csv/
2024-06-01,540954,1841460,29.3764,425778,740030,57.5352,https://mainnet.observer/csv/
2024-06-02,577190,1778973,32.4451,456799,729202,62.6437,https://mainnet.observer/csv/
2024-06-03,572196,1888182,30.3041,456743,769224,59.3771,https://mainnet.observer/csv/
2024-06-04,477176,1625387,29.3577,352262,627980,56.0945,https://mainnet.observer/csv/
2024-06-05,408690,1464099,27.9141,313849,562049,55.8401,https://mainnet.observer/csv/
2024-06-06,440714,1588107,27.7509,334998,613472,54.6069,https://mainnet.observer/csv/
2024-06-07,279493,887207,31.5026,129888,263982,49.2034,https://mainnet.observer/csv/
2024-06-08,580683,1477100,39.3124,316541,509927,62.0757,https://mainnet.observer/csv/
2024-06-09,643765,1849055,34.8159,475239,767920,61.8865,https://mainnet.observer/csv/
2024-06-10,448175,1627806,27.5325,336327,658037,51.1107,https://mainnet.observer/csv/
2024-06-11,281449,1230616,22.8706,187020,463737,40.3289,https://mainnet.observer/csv/
2024-06-12,460794,1714116,26.8823,332648,690560,48.1708,https://mainnet.observer/csv/
2024-06-13,526380,1827999,28.7954,393168,731254,53.7663,https://mainnet.observer/csv/
2024-06-14,433236,1571019,27.5768,317460,604349,52.5293,https://mainnet.observer/csv/
2024-06-15,290239,1197446,24.2382,205816,452945,45.4395,https://mainnet.observer/csv/
2024-06-16,379602,1177721,32.2319,264239,461748,57.2258,https://mainnet.observer/csv/
2024-06-17,305078,1162350,26.2467,211688,441215,47.9784,https://mainnet.observer/csv/
2024-06-18,432088,1547256,27.9261,335331,617202,54.3308,https://mainnet.observer/csv/
2024-06-19,471954,1598137,29.5315,343842,634554,54.1864,https://mainnet.observer/csv/
2024-06-20,376363,1396820,26.9443,268395,532756,50.3786,https://mainnet.observer/csv/
2024-06-21,416689,1556781,26.7661,290680,592843,49.0315,https://mainnet.observer/csv/
2024-06-22,445281,1690293,26.3434,318506,681420,46.7415,https://mainnet.observer/csv/
2024-06-23,238632,1229931,19.4021,157045,492352,31.8969,https://mainnet.observer/csv/
2024-06-24,221941,1339734,16.566,138636,528326,26.2406,https://mainnet.observer/csv/
2024-06-25,297349,1351868,21.9954,227586,536347,42.4326,https://mainnet.observer/csv/
2024-06-26,271074,1275291,21.2559,188452,490817,38.3956,https://mainnet.observer/csv/
2024-06-27,248888,1121299,22.1964,171637,414624,41.3958,https://mainnet.observer/csv/
2024-06-28,336363,1490043,22.574,226998,593984,38.2162,https://mainnet.observer/csv/
2024-06-29,283194,1722109,16.4446,198313,712249,27.8432,https://mainnet.observer/csv/
2024-06-30,277634,1264526,21.9556,193157,505127,38.2393,https://mainnet.observer/csv/
2024-07-01,369231,1513381,24.3978,257869,611062,42.2001,https://mainnet.observer/csv/
2024-07-02,327184,1524069,21.4678,218639,592285,36.9145,https://mainnet.observer/csv/
2024-07-03,274899,1420612,19.3507,190400,545044,34.933,https://mainnet.observer/csv/
2024-07-04,267540,1373377,19.4804,202122,538097,37.5624,https://mainnet.observer/csv/
2024-07-05,203509,1293899,15.7284,136708,490537,27.869,https://mainnet.observer/csv/
2024-07-06,383188,1609352,23.8101,277159,658042,42.1187,https://mainnet.observer/csv/
2024-07-07,381797,1610976,23.6997,291783,673752,43.3072,https://mainnet.observer/csv/
2024-07-08,394676,1562141,25.2651,243171,593010,41.0062,https://mainnet.observer/csv/
2024-07-09,385975,1672392,23.0792,226431,654037,34.6205,https://mainnet.observer/csv/
2024-07-10,309231,1554489,19.8928,240292,631745,38.0362,https://mainnet.observer/csv/
2024-07-11,224377,1590624,14.1062,151897,642066,23.6575,https://mainnet.observer/csv/
2024-07-12,271827,1630806,16.6683,205155,658355,31.1618,https://mainnet.observer/csv/
2024-07-13,463246,1788169,25.9062,373780,735686,50.807,https://mainnet.observer/csv/
2024-07-14,319195,1428222,22.3491,233726,586548,39.8477,https://mainnet.observer/csv/
2024-07-15,281867,1385270,20.3474,201305,552901,36.4089,https://mainnet.observer/csv/
2024-07-16,267442,1370302,19.517,174675,529056,33.0164,https://mainnet.observer/csv/
2024-07-17,343392,1536980,22.342,252847,615870,41.0553,https://mainnet.observer/csv/
2024-07-18,190181,1198210,15.8721,110375,445574,24.7714,https://mainnet.observer/csv/
2024-07-19,254906,1347347,18.9191,144948,507940,28.5364,https://mainnet.observer/csv/
2024-07-20,367618,1664665,22.0836,257864,680335,37.9025,https://mainnet.observer/csv/
2024-07-21,502754,2010354,25.0082,353169,859629,41.0839,https://mainnet.observer/csv/
2024-07-22,484340,2012954,24.0612,323543,824999,39.2174,https://mainnet.observer/csv/
2024-07-23,451825,2013654,22.4381,326025,838977,38.8598,https://mainnet.observer/csv/
2024-07-24,260159,1503644,17.3019,145866,596458,24.4554,https://mainnet.observer/csv/
2024-07-25,352956,1772150,19.9168,220473,719711,30.6335,https://mainnet.observer/csv/
2024-07-26,263473,1241362,21.2245,140995,459067,30.7134,https://mainnet.observer/csv/
2024-07-27,318090,1194906,26.6205,178799,445730,40.1137,https://mainnet.observer/csv/
2024-07-28,299670,1758174,17.0444,189785,753703,25.1803,https://mainnet.observer/csv/
2024-07-29,286268,1929787,14.8342,173551,826129,21.0077,https://mainnet.observer/csv/
2024-07-30,210445,1643403,12.8054,122299,683096,17.9036,https://mainnet.observer/csv/
2024-07-31,261008,1466085,17.8031,136511,562819,24.2549,https://mainnet.observer/csv/
2024-08-01,211170,1421415,14.8563,121756,544430,22.3639,https://mainnet.observer/csv/
2024-08-02,183158,1154948,15.8585,106114,410113,25.8743,https://mainnet.observer/csv/
2024-08-03,172002,1294291,13.2893,93175,504062,18.4848,https://mainnet.observer/csv/
2024-08-04,189490,1310799,14.4561,108349,524595,20.6538,https://mainnet.observer/csv/
2024-08-05,174982,1414385,12.3716,101339,548857,18.4636,https://mainnet.observer/csv/
2024-08-06,189914,1273581,14.9118,111603,485173,23.0027,https://mainnet.observer/csv/
2024-08-07,187397,1045094,17.9311,108028,380097,28.4212,https://mainnet.observer/csv/
2024-08-08,281920,1318394,21.3836,141036,487399,28.9365,https://mainnet.observer/csv/
2024-08-09,202634,1095358,18.4993,106707,396419,26.9177,https://mainnet.observer/csv/
2024-08-10,254158,1372041,18.5241,157266,548777,28.6575,https://mainnet.observer/csv/
2024-08-11,274320,1536486,17.8537,167996,644814,26.0534,https://mainnet.observer/csv/
2024-08-12,198923,1158242,17.1746,120555,450024,26.7886,https://mainnet.observer/csv/
2024-08-13,292502,1432244,20.4226,171349,579618,29.5624,https://mainnet.observer/csv/
2024-08-14,299896,1301061,23.0501,165614,504701,32.8143,https://mainnet.observer/csv/
2024-08-15,274792,1648629,16.6679,155400,660924,23.5125,https://mainnet.observer/csv/
2024-08-16,310631,1488963,20.8622,189845,575811,32.97,https://mainnet.observer/csv/
2024-08-17,299003,1698327,17.6057,195687,702540,27.8542,https://mainnet.observer/csv/
2024-08-18,313413,1805588,17.3579,228659,769702,29.7075,https://mainnet.observer/csv/
2024-08-19,252885,1372897,18.4198,162272,553394,29.3231,https://mainnet.observer/csv/
2024-08-20,324274,1725598,18.792,213187,717337,29.7192,https://mainnet.observer/csv/
2024-08-21,334519,1651536,20.255,224834,687685,32.6943,https://mainnet.observer/csv/
2024-08-22,312719,1895535,16.4977,206421,795102,25.9616,https://mainnet.observer/csv/
2024-08-23,185825,1920160,9.6776,100314,799839,12.5418,https://mainnet.observer/csv/
2024-08-24,297411,1867737,15.9236,207266,794380,26.0915,https://mainnet.observer/csv/
2024-08-25,292009,1648069,17.7183,218297,705838,30.9274,https://mainnet.observer/csv/
2024-08-26,190045,1445266,13.1495,121222,600722,20.1794,https://mainnet.observer/csv/
2024-08-27,163076,1611336,10.1205,95300,673811,14.1434,https://mainnet.observer/csv/
2024-08-28,174872,1748112,10.0035,93811,733530,12.789,https://mainnet.observer/csv/
2024-08-29,177256,1360835,13.0255,99302,524362,18.9377,https://mainnet.observer/csv/
2024-08-30,235661,1432457,16.4515,144168,542101,26.5943,https://mainnet.observer/csv/
2024-08-31,228749,1699391,13.4606,145389,701952,20.7121,https://mainnet.observer/csv/
2024-09-01,267450,1590837,16.8119,162782,651871,24.9715,https://mainnet.observer/csv/
2024-09-02,351421,1830980,19.1931,210517,754904,27.8866,https://mainnet.observer/csv/
2024-09-03,330060,1585036,20.8235,124843,582751,21.423,https://mainnet.observer/csv/
2024-09-04,231694,1739050,13.323,156254,722736,21.6198,https://mainnet.observer/csv/
2024-09-05,268715,1753487,15.3246,184982,721251,25.6474,https://mainnet.observer/csv/
2024-09-06,158379,1644726,9.6295,88362,667267,13.2424,https://mainnet.observer/csv/
2024-09-07,185686,1840294,10.09,114011,781426,14.5901,https://mainnet.observer/csv/
2024-09-08,263453,2085807,12.6307,168629,910083,18.529,https://mainnet.observer/csv/
2024-09-09,158098,1398050,11.3085,89999,572398,15.7232,https://mainnet.observer/csv/
2024-09-10,129275,1398589,9.2432,68872,568630,12.1119,https://mainnet.observer/csv/
2024-09-11,144024,1077354,13.3683,71500,411402,17.3796,https://mainnet.observer/csv/
2024-09-12,196832,1414917,13.9112,109846,563521,19.4928,https://mainnet.observer/csv/
2024-09-13,149261,1120196,13.3245,76653,419047,18.2922,https://mainnet.observer/csv/
2024-09-14,168072,1566740,10.7275,82109,638989,12.8498,https://mainnet.observer/csv/
2024-09-15,166502,1652446,10.0761,96549,712474,13.5512,https://mainnet.observer/csv/
2024-09-16,172906,1262440,13.6962,83557,504540,16.561,https://mainnet.observer/csv/
2024-09-17,158393,1313444,12.0594,83898,539113,15.5622,https://mainnet.observer/csv/
2024-09-18,170028,1344723,12.6441,88789,541476,16.3976,https://mainnet.observer/csv/
2024-09-19,178738,1180247,15.1441,102007,455707,22.3843,https://mainnet.observer/csv/
2024-09-20,187939,1352053,13.9003,101770,526390,19.3336,https://mainnet.observer/csv/
2024-09-21,180351,1363675,13.2254,101335,557444,18.1785,https://mainnet.observer/csv/
2024-09-22,246497,1481326,16.6403,154530,628230,24.5977,https://mainnet.observer/csv/
2024-09-23,251332,1402515,17.9201,143150,580102,24.6767,https://mainnet.observer/csv/
2024-09-24,206182,1317003,15.6554,117118,532220,22.0056,https://mainnet.observer/csv/
2024-09-25,191525,1262094,15.1752,110322,503460,21.9128,https://mainnet.observer/csv/
2024-09-26,244631,1219488,20.0601,168606,474766,35.5135,https://mainnet.observer/csv/
2024-09-27,257350,1211534,21.2417,175230,451723,38.7915,https://mainnet.observer/csv/
2024-09-28,344380,1299233,26.5064,253042,507707,49.8402,https://mainnet.observer/csv/
2024-09-29,330388,1623374,20.3519,237294,687427,34.5192,https://mainnet.observer/csv/
2024-09-30,211408,1432995,14.7529,141014,594224,23.7308,https://mainnet.observer/csv/
2024-10-01,266123,1629528,16.3313,122618,632894,19.3742,https://mainnet.observer/csv/
2024-10-02,173960,1440586,12.0756,109273,590981,18.4901,https://mainnet.observer/csv/
2024-10-03,207271,1456140,14.2343,130977,582777,22.4746,https://mainnet.observer/csv/
2024-10-04,240386,1430692,16.8021,161806,561425,28.8206,https://mainnet.observer/csv/
2024-10-05,533581,1824063,29.2523,443305,757575,58.5163,https://mainnet.observer/csv/
2024-10-06,517397,1761604,29.3708,396366,742158,53.4072,https://mainnet.observer/csv/
2024-10-07,450532,1706073,26.4075,335636,717700,46.7655,https://mainnet.observer/csv/
2024-10-08,478122,1767667,27.0482,346764,719458,48.1979,https://mainnet.observer/csv/
2024-10-09,341865,1365118,25.0429,257696,536887,47.9982,https://mainnet.observer/csv/
2024-10-10,494976,1820918,27.1828,398246,746211,53.3691,https://mainnet.observer/csv/
2024-10-11,387282,1611742,24.0288,304948,633252,48.1559,https://mainnet.observer/csv/
2024-10-12,491188,1820118,26.9866,396742,736321,53.8817,https://mainnet.observer/csv/
2024-10-13,447346,1597415,28.0044,351950,648739,54.2514,https://mainnet.observer/csv/
2024-10-14,354717,1511174,23.4729,270176,611683,44.1693,https://mainnet.observer/csv/
2024-10-15,394277,1592552,24.7576,301657,646891,46.6318,https://mainnet.observer/csv/
2024-10-16,444995,1725558,25.7885,362928,708342,51.2363,https://mainnet.observer/csv/
2024-10-17,432386,1640386,26.3588,315559,653027,48.3225,https://mainnet.observer/csv/
2024-10-18,217319,1271870,17.0866,142093,474279,29.9598,https://mainnet.observer/csv/
2024-10-19,445602,1819811,24.4862,327442,735561,44.516,https://mainnet.observer/csv/
2024-10-20,491122,1848630,26.5668,373049,778073,47.9452,https://mainnet.observer/csv/
2024-10-21,493294,1969723,25.0438,393029,835011,47.0687,https://mainnet.observer/csv/
2024-10-22,378548,1689473,22.4063,279588,700174,39.9312,https://mainnet.observer/csv/
2024-10-23,351041,1625181,21.6001,266702,665187,40.0943,https://mainnet.observer/csv/
2024-10-24,375624,1666882,22.5345,301017,681834,44.1481,https://mainnet.observer/csv/
2024-10-25,307712,1393823,22.0768,192959,524014,36.8233,https://mainnet.observer/csv/
2024-10-26,288437,1471933,19.5958,170497,597744,28.5234,https://mainnet.observer/csv/
2024-10-27,307369,1623821,18.9287,189181,700814,26.9945,https://mainnet.observer/csv/
2024-10-28,282484,1648036,17.1406,180719,702824,25.7133,https://mainnet.observer/csv/
2024-10-29,252000,1511843,16.6684,160011,614981,26.0189,https://mainnet.observer/csv/
2024-10-30,289796,1677400,17.2765,173953,682099,25.5026,https://mainnet.observer/csv/
2024-10-31,268016,1443831,18.5628,153415,562237,27.2865,https://mainnet.observer/csv/
2024-11-01,255746,1411552,18.1181,159761,547888,29.1594,https://mainnet.observer/csv/
2024-11-02,324317,1383985,23.4336,224369,544612,41.198,https://mainnet.observer/csv/
2024-11-03,176278,1148427,15.3495,101118,455402,22.2041,https://mainnet.observer/csv/
2024-11-04,212713,1165702,18.2476,120763,456826,26.4352,https://mainnet.observer/csv/
2024-11-05,205582,1189867,17.2777,110889,465286,23.8324,https://mainnet.observer/csv/
2024-11-06,244193,1304368,18.7212,149925,501641,29.8869,https://mainnet.observer/csv/
2024-11-07,270256,1395524,19.3659,165229,553047,29.8761,https://mainnet.observer/csv/
2024-11-08,322538,1335857,24.1447,199132,497146,40.055,https://mainnet.observer/csv/
2024-11-09,418364,1453794,28.7774,297062,577368,51.4511,https://mainnet.observer/csv/
2024-11-10,428726,1394994,30.7332,277440,558278,49.6957,https://mainnet.observer/csv/
2024-11-11,254569,1217898,20.9023,155279,462458,33.5769,https://mainnet.observer/csv/
2024-11-12,286407,1347663,21.2521,166774,503677,33.1113,https://mainnet.observer/csv/
2024-11-13,357308,1481590,24.1165,225318,570979,39.4617,https://mainnet.observer/csv/
2024-11-14,294861,1319452,22.3472,192876,503566,38.302,https://mainnet.observer/csv/
2024-11-15,397360,1465975,27.1055,251818,562223,44.7897,https://mainnet.observer/csv/
2024-11-16,481449,1502401,32.0453,309384,602655,51.3368,https://mainnet.observer/csv/
2024-11-17,475940,1498836,31.754,298366,598496,49.8526,https://mainnet.observer/csv/
2024-11-18,504964,1711726,29.5003,318823,673308,47.3517,https://mainnet.observer/csv/
2024-11-19,552927,1976144,27.9801,399028,810805,49.2138,https://mainnet.observer/csv/
2024-11-20,421610,1642697,25.6657,313236,664866,47.1127,https://mainnet.observer/csv/
2024-11-21,255675,1313794,19.4608,151724,498512,30.4354,https://mainnet.observer/csv/
2024-11-22,314286,1408578,22.3123,209622,540305,38.797,https://mainnet.observer/csv/
2024-11-23,205203,1186565,17.2939,119181,444699,26.8004,https://mainnet.observer/csv/
2024-11-24,314940,1213107,25.9614,195720,463289,42.2458,https://mainnet.observer/csv/
2024-11-25,478715,1512240,31.656,304204,604870,50.2925,https://mainnet.observer/csv/
2024-11-26,342483,1247318,27.4576,210268,475689,44.2028,https://mainnet.observer/csv/
2024-11-27,416402,1240414,33.5696,215973,462119,46.7354,https://mainnet.observer/csv/
2024-11-28,577962,1338153,43.191,307951,523480,58.8277,https://mainnet.observer/csv/
2024-11-29,227114,969728,23.4204,115963,341781,33.929,https://mainnet.observer/csv/
2024-11-30,582154,1624951,35.8259,341988,640943,53.357,https://mainnet.observer/csv/
2024-12-01,563082,1704478,33.0355,386318,698223,55.3287,https://mainnet.observer/csv/
2024-12-02,160620,902922,17.7889,61570,311811,19.7459,https://mainnet.observer/csv/
2024-12-03,381078,1204839,31.629,183823,439519,41.8237,https://mainnet.observer/csv/
2024-12-04,359938,1304492,27.5922,214822,502912,42.7156,https://mainnet.observer/csv/
2024-12-05,332237,1334376,24.8983,187090,512490,36.5061,https://mainnet.observer/csv/
2024-12-06,252262,1135775,22.2106,146723,414643,35.3854,https://mainnet.observer/csv/
2024-12-07,311326,1204815,25.8401,206131,456101,45.1942,https://mainnet.observer/csv/
2024-12-08,430738,1105769,38.9537,224861,420320,53.4976,https://mainnet.observer/csv/
2024-12-09,326379,1066483,30.6033,166598,403264,41.3124,https://mainnet.observer/csv/
2024-12-10,407677,1220131,33.4126,189870,441944,42.9625,https://mainnet.observer/csv/
2024-12-11,506431,1340283,37.7854,243830,481168,50.6746,https://mainnet.observer/csv/
2024-12-12,489553,1306443,37.4722,232020,474978,48.8486,https://mainnet.observer/csv/
2024-12-13,567993,1424758,39.8659,284724,523585,54.3797,https://mainnet.observer/csv/
